Date,Season,Temperature_C,WindSpeed_m_s,CloudCoverage_pct,Fog,Production_kWh_day,Price_eur_mwh
2023-03-21,Spring,6.5,3.3,75.2,0,201957,98.76
2023-03-22,Spring,5.9,2.32,70.2,0,219803,83.2
2023-03-23,Spring,3.1,2.63,64,0,202402,115.01
2023-03-24,Spring,5.4,3.05,63.3,0,215635,159.99
2023-03-25,Spring,6,3.87,36.1,0,265144,138.63
2023-03-26,Spring,9.6,4.71,63.8,0,203179,129.49
2023-03-27,Spring,3.9,2.52,33.2,0,283398,176.66
2023-03-28,Spring,5.6,2.29,60.1,0,219747,141.05
2023-03-29,Spring,8.6,3.92,28.3,0,293166,112.3
2023-03-30,Spring,11.5,2.51,28.6,0,308088,138.14
2023-03-31,Spring,7.6,2.36,52.6,0,232668,112.03
2023-04-01,Spring,15,2.54,38.8,0,261126,102.06
2023-04-02,Spring,15.4,2.4,38.8,0,266804,143.39
2023-04-03,Spring,10.4,3.88,49,0,256283,106.41
2023-04-04,Spring,18.3,3.64,59.3,0,226997,111.08
2023-04-05,Spring,6.5,3.11,53.4,0,230330,151.09
2023-04-06,Spring,7.8,2.67,65.4,0,222301,160.59
2023-04-07,Spring,14.3,2.99,56.3,0,237199,109.46
2023-04-08,Spring,9.9,3.85,16.6,0,281186,143.3
2023-04-09,Spring,12.7,3.45,33.6,0,262339,131.21
2023-04-10,Spring,14.7,2.49,64.8,0,230046,158.68
2023-04-11,Spring,17.7,3.38,33,0,285421,149.93
2023-04-12,Spring,13.8,2.5,36.5,0,260612,122.18
2023-04-13,Spring,10.1,3.25,43.4,0,253385,123.35
2023-04-14,Spring,14.7,2.95,39.9,0,264538,99.35
2023-04-15,Spring,17.9,4.53,53,0,253297,213.99
2023-04-16,Spring,15.6,3.22,55.2,0,224269,132.73
2023-04-17,Spring,21.7,3.95,50.6,0,243521,103.78
2023-04-18,Spring,11.4,2.62,43.5,0,257118,92.18
2023-04-19,Spring,12.1,1.62,29.5,0,277827,116.99
2023-04-20,Spring,16.7,2.63,58.4,0,235833,125.99
2023-04-21,Spring,15.7,2.24,45.8,1,211162,95.83
2023-04-22,Spring,14.2,2.53,60.6,0,227769,127.03
2023-04-23,Spring,10.3,3.22,38,0,276735,125.99
2023-04-24,Spring,11.3,3.28,36.8,0,273555,174.85
2023-04-25,Spring,16.1,1.42,31.2,0,280670,183.31
2023-04-26,Spring,14.4,3.98,32.6,0,279509,151.68
2023-04-27,Spring,14.1,2.44,53.4,0,229681,188.29
2023-04-28,Spring,11.4,1.87,60.8,0,220521,143.83
2023-04-29,Spring,6.3,4.04,36.7,0,283057,126.74
2023-04-30,Spring,20,2.16,42.9,0,259567,135.77
2023-05-01,Spring,20.5,2.5,59.9,0,221818,111.78
2023-05-02,Spring,16.6,2.38,46,0,248037,145.16
2023-05-03,Spring,17.8,1.71,38.4,0,269251,141.69
2023-05-04,Spring,19.7,4.13,36.8,0,273230,111.42
2023-05-05,Spring,18.1,2.12,39.4,0,270954,77.02
2023-05-06,Spring,21.2,2.15,53.5,0,246782,127.6
2023-05-07,Spring,15.9,1.93,50.2,0,252431,188.29
2023-05-08,Spring,19.6,2.78,51.3,0,260291,100.8
2023-05-09,Spring,21.1,4.11,45.5,0,272173,88.01
2023-05-10,Spring,20.5,1.97,40.5,0,255364,122.46
2023-05-11,Spring,20.2,1.73,48.7,0,240643,81.83
2023-05-12,Spring,20,2.88,36.6,0,273765,149.14
2023-05-13,Spring,18.8,1.82,35.5,0,268372,98.97
2023-05-14,Spring,20.1,3.46,37.6,0,261862,149.48
2023-05-15,Spring,16.6,1.54,31.6,0,273860,136.07
2023-05-16,Spring,17.3,2.37,41.7,0,256576,167.72
2023-05-17,Spring,20.6,1.76,46.5,0,247260,126.08
2023-05-18,Spring,13.7,3.97,46.4,0,250874,121.65
2023-05-19,Spring,22.4,2.3,42.7,0,275793,155.93
2023-05-20,Spring,18.5,2.28,37.9,0,271485,115.21
2023-05-21,Spring,20,2.06,49.3,0,273119,158.02
2023-05-22,Spring,16.9,3.8,52.1,0,246962,97.33
2023-05-23,Spring,15.2,2.34,25.5,0,286530,133.44
2023-05-24,Spring,17.7,2.19,19.7,0,302467,120.47
2023-05-25,Spring,17,1.07,59.9,0,228855,108.85
2023-05-26,Spring,19.4,3.52,39.1,0,275827,117.04
2023-05-27,Spring,18.9,2.42,50.3,0,267262,141.09
2023-05-28,Spring,27.7,3.36,35.3,0,274993,105.64
2023-05-29,Spring,9,2.88,44.3,0,261138,149.32
2023-05-30,Spring,23.8,3.41,51.5,0,252540,168.3
2023-05-31,Spring,15.9,3.05,6.2,0,308014,124.8
2023-06-01,Summer,29.1,1.4,36.4,0,338588,90.03
2023-06-02,Summer,22,1.89,13.2,0,392115,138.97
2023-06-03,Summer,27,3.07,26.9,0,339503,104.95
2023-06-04,Summer,24.2,2.76,37.8,0,323099,87.81
2023-06-05,Summer,24.7,2.04,49.2,0,275505,120.7
2023-06-06,Summer,20.8,3.52,35.5,0,311120,134.22
2023-06-07,Summer,26.8,2.49,22.6,0,374088,91.65
2023-06-08,Summer,22.7,1.64,32.2,0,325621,98.8
2023-06-09,Summer,22.3,2.41,18.3,0,347573,88.85
2023-06-10,Summer,22,0.79,52.5,0,288839,132.5
2023-06-11,Summer,28.2,2.78,39.5,0,316387,164.18
2023-06-12,Summer,20.9,2.08,24.4,0,341026,134.02
2023-06-13,Summer,27,3.44,38.9,0,335139,137.87
2023-06-14,Summer,23,2.71,4.6,0,377745,92.19
2023-06-15,Summer,20.9,2.59,35.3,0,313378,146.62
2023-06-16,Summer,30.7,2.22,30.7,0,343708,94.56
2023-06-17,Summer,26.5,1.96,18.3,0,380837,69.06
2023-06-18,Summer,24,2.75,22.5,0,375007,131.7
2023-06-19,Summer,30.1,2.8,31.3,0,334247,105.7
2023-06-20,Summer,22.7,1.15,35.2,0,337350,166.67
2023-06-21,Summer,21.6,3.08,35.9,0,315834,139.56
2023-06-22,Summer,22.9,2.5,30.2,0,362823,185.83
2023-06-23,Summer,22.5,2.92,38.6,0,305827,79.52
2023-06-24,Summer,26.4,2,45.4,0,322021,114.31
2023-06-25,Summer,21.4,3.03,20.4,0,350848,134.89
2023-06-26,Summer,24.8,2.77,26.5,0,377334,119.26
2023-06-27,Summer,26.5,2.69,35.5,0,338133,141.47
2023-06-28,Summer,22.6,2.91,41.2,0,301814,175.86
2023-06-29,Summer,21.8,2.74,29.2,0,332979,96.54
2023-06-30,Summer,23.9,3.4,41.4,0,326765,116.11
2023-07-01,Summer,30.3,1.22,17.3,0,387580,116.78
2023-07-02,Summer,30.1,2.05,27.5,0,348443,78.67
2023-07-03,Summer,31.8,2.27,23.3,0,356904,186.28
2023-07-04,Summer,29.8,2.85,17.2,0,387133,86.37
2023-07-05,Summer,26.8,3.11,29.4,0,347646,138.47
2023-07-06,Summer,29.7,2.65,12.2,0,366285,154.96
2023-07-07,Summer,29.3,1.17,20.7,0,352290,122.37
2023-07-08,Summer,26.4,1.94,12.5,0,383085,107.35
2023-07-09,Summer,27.9,2.32,23.6,0,374668,120.52
2023-07-10,Summer,25.1,3.26,20.6,1,341544,149.81
2023-07-11,Summer,31,0.22,18.3,0,379673,144.31
2023-07-12,Summer,24.6,2.13,29.3,0,344456,161.95
2023-07-13,Summer,25.5,1.55,35.5,0,336917,100.61
2023-07-14,Summer,32.4,1.99,27.3,0,335949,83.52
2023-07-15,Summer,28.4,1.72,2,0,402871,154.79
2023-07-16,Summer,25.8,1.62,28.3,0,332187,134.85
2023-07-17,Summer,24.9,2.77,27.7,0,329300,81.72
2023-07-18,Summer,26.5,1.05,32.5,0,339250,120.83
2023-07-19,Summer,27.7,1.52,13.2,0,382167,133.25
2023-07-20,Summer,31,1.7,26.3,0,359811,112.72
2023-07-21,Summer,27.9,2.39,31,0,348268,93.69
2023-07-22,Summer,32.9,2.5,26,0,352180,117.96
2023-07-23,Summer,27.7,3.05,16.1,0,385130,120.14
2023-07-24,Summer,28.6,1.95,17.6,0,369768,137.8
2023-07-25,Summer,26.1,0.4,22,0,363826,69.91
2023-07-26,Summer,30.4,0.29,22.9,0,348628,130.05
2023-07-27,Summer,29.6,1.77,19,0,373732,132.7
2023-07-28,Summer,29.1,1.92,22.9,0,368552,129.63
2023-07-29,Summer,31.4,2.23,9.2,0,378278,84.26
2023-07-30,Summer,28.8,3.36,32.5,0,342275,111.61
2023-07-31,Summer,30.6,1.26,12.1,0,373469,114.95
2023-08-01,Summer,24.5,0.2,13,0,368414,107.76
2023-08-02,Summer,29.3,2.04,21,0,347237,120.96
2023-08-03,Summer,24.5,1.63,21.9,0,374549,120.95
2023-08-04,Summer,30.5,0.92,34.9,0,345898,132.15
2023-08-05,Summer,30.3,2.58,12.8,0,392571,117.36
2023-08-06,Summer,25.1,2.34,32.7,0,360487,160.65
2023-08-07,Summer,29.8,2.01,30.2,0,340583,155.84
2023-08-08,Summer,26.7,2.15,18.7,0,410925,153.28
2023-08-09,Summer,26.7,3.1,27,0,347938,160.8
2023-08-10,Summer,25.1,1.41,34,0,333463,170.58
2023-08-11,Summer,27.3,1.25,26.5,0,343478,157.88
2023-08-12,Summer,28.6,1.57,5.7,0,403157,78.58
2023-08-13,Summer,25.5,1.1,2,0,415451,164.78
2023-08-14,Summer,24.7,2.36,11.3,0,379978,79.23
2023-08-15,Summer,32.7,3.6,33.6,0,359665,95.04
2023-08-16,Summer,32.2,1.31,35.2,1,291298,131.12
2023-08-17,Summer,25.5,2.7,20.6,1,322855,144.38
2023-08-18,Summer,27.8,0.91,12.8,0,366530,143.28
2023-08-19,Summer,25.9,2.48,12.9,0,386252,87.06
2023-08-20,Summer,25.1,2.14,29.7,0,338348,99.79
2023-08-21,Summer,26.7,1.93,14.9,0,365347,156.94
2023-08-22,Summer,24.7,1.63,20.9,0,347787,169.58
2023-08-23,Summer,31,0.6,27.4,0,384861,172.22
2023-08-24,Summer,25.1,0.2,34.9,0,324626,101.61
2023-08-25,Summer,28.9,1.47,16.1,0,352300,127.7
2023-08-26,Summer,25.6,2.75,17,0,360977,126.69
2023-08-27,Summer,29.2,1.41,24.4,0,354934,111.36
2023-08-28,Summer,25.6,1.29,19.5,0,370931,118.37
2023-08-29,Summer,31.2,3.13,9.6,0,400411,127.27
2023-08-30,Summer,28.3,2.21,35,0,340540,123.51
2023-08-31,Summer,29.8,2.77,11.5,0,378417,84.9
2023-09-01,Autumn,19.7,2.46,38,0,214642,132.19
2023-09-02,Autumn,20,2.67,37.5,0,205657,135.44
2023-09-03,Autumn,23.1,0.92,25.9,0,225068,123.28
2023-09-04,Autumn,20.4,1.93,30.4,0,214218,78.38
2023-09-05,Autumn,21.5,1.15,19.9,0,227223,137.17
2023-09-06,Autumn,26.5,1.86,36.7,0,226144,155.1
2023-09-07,Autumn,20,1.37,33.4,0,223718,146.22
2023-09-08,Autumn,19,2.88,27.4,0,236752,178.97
2023-09-09,Autumn,23.8,1.62,10.5,0,254496,114.65
2023-09-10,Autumn,18.7,2.33,19.6,0,245237,133.69
2023-09-11,Autumn,21.4,2.62,35.3,0,201850,129.26
2023-09-12,Autumn,19.6,2.71,40.1,0,216345,119.22
2023-09-13,Autumn,22.3,2.12,37.8,0,214446,141.56
2023-09-14,Autumn,19.7,1.37,32.2,0,224791,174.62
2023-09-15,Autumn,19.8,1.61,38.8,0,212865,116.92
2023-09-16,Autumn,19.6,2.71,37,0,205262,66.06
2023-09-17,Autumn,22.6,2.26,29.1,0,212752,123.4
2023-09-18,Autumn,23.5,1.1,21.2,0,231241,123.9
2023-09-19,Autumn,24.2,2.12,27.2,0,235061,148.45
2023-09-20,Autumn,25.2,1.97,34.7,0,225131,88.53
2023-09-21,Autumn,20.3,0.81,46,0,188501,153.31
2023-09-22,Autumn,26.6,2.5,29.3,0,220183,154.35
2023-09-23,Autumn,18.7,2.42,14.4,0,238583,113.94
2023-09-24,Autumn,24.3,2.35,39.3,0,209390,107.62
2023-09-25,Autumn,25.8,0.29,30.3,0,213710,94.89
2023-09-26,Autumn,22.9,3.61,63.3,0,168017,160.12
2023-09-27,Autumn,25,2.23,37.8,0,207774,99.62
2023-09-28,Autumn,19.4,2.19,44.1,0,202752,167.96
2023-09-29,Autumn,23.8,2.77,37.8,0,205085,99.06
2023-09-30,Autumn,19.6,3.3,10.2,0,253550,170.45
2023-10-01,Autumn,16.2,2.72,49.8,0,201067,140.82
2023-10-02,Autumn,16.9,2.5,33.3,0,205682,104.16
2023-10-03,Autumn,11.2,2.92,41.2,0,201166,148.27
2023-10-04,Autumn,13.8,1.31,69.2,0,168871,101.12
2023-10-05,Autumn,17.7,3.55,45.9,0,197754,161.03
2023-10-06,Autumn,17.1,1.93,60.4,0,172557,247.53
2023-10-07,Autumn,14.4,1.68,45.8,0,205412,147.62
2023-10-08,Autumn,15.4,2.37,16.5,1,208743,90.56
2023-10-09,Autumn,18,2.36,36.7,0,221786,125.99
2023-10-10,Autumn,15.9,2.04,51.6,0,192057,126.96
2023-10-11,Autumn,11.1,1.46,17.2,0,232000,122.98
2023-10-12,Autumn,16.5,2.97,37.4,0,215791,184.83
2023-10-13,Autumn,11.9,3.09,52.1,0,190233,175.52
2023-10-14,Autumn,17.1,1.41,53.5,0,194268,88.24
2023-10-15,Autumn,19.1,1.25,66,0,165737,133.24
2023-10-16,Autumn,15.9,1.86,31.1,0,218815,108.42
2023-10-17,Autumn,19,2.46,49.1,0,194536,169.46
2023-10-18,Autumn,23.8,1.07,46.3,0,206659,99.43
2023-10-19,Autumn,16.4,2.09,62.9,0,165688,100.71
2023-10-20,Autumn,20.4,2.3,30.6,0,231815,125.97
2023-10-21,Autumn,16.5,3.24,32.1,0,224190,149.51
2023-10-22,Autumn,14.2,1.92,64.8,0,159870,98.02
2023-10-23,Autumn,16.8,2.95,22.7,0,244721,161.19
2023-10-24,Autumn,11.4,2.71,19.5,0,254689,145.84
2023-10-25,Autumn,16.8,1.44,32.5,0,225696,149.85
2023-10-26,Autumn,14.6,3.38,54.3,0,197316,316.74
2023-10-27,Autumn,13.6,1.5,45.9,0,196336,117.57
2023-10-28,Autumn,15.3,2.87,29.6,0,207391,138.58
2023-10-29,Autumn,21.7,1.57,50.6,0,179174,112.63
2023-10-30,Autumn,16.6,3.04,42,0,207280,148.5
2023-10-31,Autumn,12.3,1.74,37.8,0,201638,99.88
2023-11-01,Autumn,10.7,4.45,68.6,0,159489,138.06
2023-11-02,Autumn,2.6,2.37,88.8,0,132635,146.16
2023-11-03,Autumn,10.9,3.54,48.1,0,198673,99.04
2023-11-04,Autumn,7.5,3.23,39.9,0,192719,151.66
2023-11-05,Autumn,9.8,1.97,59.3,0,171360,63.28
2023-11-06,Autumn,7.8,2.73,55.1,0,192771,113.44
2023-11-07,Autumn,8.9,3.47,24.8,0,217156,113.04
2023-11-08,Autumn,6.6,3.31,64.3,0,175463,156.3
2023-11-09,Autumn,8.7,1.04,21,0,224599,139.99
2023-11-10,Autumn,5.1,2.29,62.4,0,174295,130.24
2023-11-11,Autumn,14.5,3.27,80.9,0,153995,80.37
2023-11-12,Autumn,9.7,2.9,78.3,0,153170,82.73
2023-11-13,Autumn,11.4,2.26,90.6,0,135556,97.44
2023-11-14,Autumn,12.2,2.63,64.6,0,161315,79.03
2023-11-15,Autumn,10.7,3.93,54.2,0,193923,114.4
2023-11-16,Autumn,7.9,1.65,47.7,0,184499,116.33
2023-11-17,Autumn,9.1,0.88,91.4,0,130112,111.64
2023-11-18,Autumn,8.6,2.58,47.8,0,193961,159.32
2023-11-19,Autumn,11.1,1.25,54.9,0,184875,155.32
2023-11-20,Autumn,9,2.76,49.3,0,192733,172.42
2023-11-21,Autumn,16,2.49,58,1,153392,149.05
2023-11-22,Autumn,9.9,3.93,45.5,0,187209,161.05
2023-11-23,Autumn,13.6,3.06,47.1,0,202835,124.59
2023-11-24,Autumn,10.3,3.2,34.5,0,214102,99.12
2023-11-25,Autumn,10.6,2.15,39.9,0,212113,114.38
2023-11-26,Autumn,9.9,2.85,54,0,183260,132.5
2023-11-27,Autumn,3.5,3.08,73.9,0,146627,144.78
2023-11-28,Autumn,4.7,1.72,54.8,0,187893,137.88
2023-11-29,Autumn,14.8,2.09,33.8,0,210868,223.58
2023-11-30,Autumn,10.2,2.23,47.1,0,195057,97.04
2023-12-01,Winter,-10,1.47,42.2,0,139892,142.55
2023-12-02,Winter,5.8,0.6,52.7,0,141547,139.09
2023-12-03,Winter,9,1.3,71.6,0,109396,100.85
2023-12-04,Winter,9.5,2.84,48.4,0,136519,132.53
2023-12-05,Winter,0.6,2.64,83.1,0,102631,168.17
2023-12-06,Winter,1.9,1.74,38.5,0,140977,138.32
2023-12-07,Winter,2.9,2.97,63.6,0,124402,149.71
2023-12-08,Winter,7,2.13,74.4,0,117768,165.13
2023-12-09,Winter,9.2,1.69,44.9,0,138071,341.67
2023-12-10,Winter,3.2,3.56,41,0,149431,121.6
2023-12-11,Winter,-2.7,2.55,45.2,1,110668,136.1
2023-12-12,Winter,9.1,1.65,81.6,0,102924,186.67
2023-12-13,Winter,0.6,2.24,37.6,0,146837,77.93
2023-12-14,Winter,-1.9,2.92,68.1,0,114182,89.67
2023-12-15,Winter,5,2.95,71.5,1,105166,152.87
2023-12-16,Winter,4.8,3.91,70.3,0,115373,115.8
2023-12-17,Winter,-1.8,3.26,79.2,0,106125,141.61
2023-12-18,Winter,12.3,2.88,68.5,0,116610,78.41
2023-12-19,Winter,13.2,2.42,41.6,1,118812,207.15
2023-12-20,Winter,2,3.43,76.1,0,105303,125.6
2023-12-21,Winter,4.4,2,75.6,0,113457,100.72
2023-12-22,Winter,7,2.95,96.6,0,81020,156.98
2023-12-23,Winter,11.4,3.04,53.2,0,130120,160.53
2023-12-24,Winter,1.7,2.03,53.7,1,114149,133.62
2023-12-25,Winter,-3.1,2.27,44.4,0,151615,183.83
2023-12-26,Winter,0.5,2.72,63,1,111655,180.4
2023-12-27,Winter,1,3.77,74,0,110350,124.5
2023-12-28,Winter,4.1,3.65,46,0,149418,147.63
2023-12-29,Winter,1.3,3.39,66.4,0,116804,135.5
2023-12-30,Winter,5.4,3.68,71.2,0,120364,162.22
2023-12-31,Winter,4.6,1.18,79.8,1,87325,102.55
2024-01-01,Winter,-2.8,3.5,40.5,0,153875,99.85
2024-01-02,Winter,-1.7,1.3,67.6,1,101707,108.34
2024-01-03,Winter,-0.9,3.23,74.4,0,107248,102.32
2024-01-04,Winter,0.2,2.38,46.7,0,138299,92.21
2024-01-05,Winter,-2.8,1.64,57.4,0,129397,103.22
2024-01-06,Winter,-0.5,1.97,37.1,0,145912,88.55
2024-01-07,Winter,-2.1,3.22,60,1,114085,98.24
2024-01-08,Winter,4.3,2.44,43.3,0,139770,97.59
2024-01-09,Winter,3.7,2.17,88.8,0,98220,104.42
2024-01-10,Winter,8.6,4.9,55.7,0,135849,94.01
2024-01-11,Winter,1,2.45,62.3,0,123189,102.93
2024-01-12,Winter,5.7,2.24,63.8,0,119537,89.94
2024-01-13,Winter,1.5,2.41,26.9,0,160973,87.08
2024-01-14,Winter,3.7,2.03,73.2,0,114218,91.45
2024-01-15,Winter,3.3,2.62,69,0,126394,103.47
2024-01-16,Winter,-0.3,3.06,61.7,0,129556,104.96
2024-01-17,Winter,6.4,3.4,75,0,115761,102.09
2024-01-18,Winter,-2,3.34,48.4,0,156254,91.77
2024-01-19,Winter,-0.2,3.05,44.4,0,145781,105.2
2024-01-20,Winter,-5.9,2.89,56.3,0,132783,99.16
2024-01-21,Winter,-2.2,3.01,65.8,0,123936,100.24
2024-01-22,Winter,9.8,3.61,59.3,0,122884,91.75
2024-01-23,Winter,0.4,2.46,66.8,0,116742,95.75
2024-01-24,Winter,8.4,1.99,51.4,0,131432,94.47
2024-01-25,Winter,-3.6,4.74,61.5,0,130444,88.8
2024-01-26,Winter,2.2,2.86,60.3,0,125191,90.68
2024-01-27,Winter,4.1,2.55,79.7,0,106201,102.96
2024-01-28,Winter,-1.4,2.19,56.2,0,135088,82.85
2024-01-29,Winter,-1.2,2.01,51.5,1,122045,102.31
2024-01-30,Winter,5.8,3.29,54.9,0,131377,92
2024-01-31,Winter,-3.3,3.57,74.2,0,109421,100.8
2024-02-01,Winter,6.9,2.45,60.9,0,130610,92.54
2024-02-02,Winter,3.7,2.54,53.5,0,136809,98.04
2024-02-03,Winter,6.1,2.66,82.5,0,96226,99.73
2024-02-04,Winter,12.6,2.66,52.8,0,132940,95.2
2024-02-05,Winter,-1.2,2.21,28.3,0,159289,88.06
2024-02-06,Winter,5.9,2.62,54.8,0,135557,93.02
2024-02-07,Winter,4.1,3.81,43.1,1,132490,88.64
2024-02-08,Winter,8.2,3.22,57.3,1,115381,94.89
2024-02-09,Winter,4.8,2.28,80,1,94584,115.75
2024-02-10,Winter,1.8,3.69,40.9,0,147777,90.67
2024-02-11,Winter,1.8,2.96,62.7,0,120367,94.98
2024-02-12,Winter,7,2.46,39,0,146037,79.95
2024-02-13,Winter,7.3,2.41,60.2,0,125705,97.76
2024-02-14,Winter,6.1,2.46,43.2,1,125875,102.98
2024-02-15,Winter,6.9,2.53,76.1,0,101073,93.2
2024-02-16,Winter,6.5,3.13,79,0,105254,106.77
2024-02-17,Winter,-2.3,2.21,76.4,0,108905,94.16
2024-02-18,Winter,7.3,2.15,57.6,1,111340,100.18
2024-02-19,Winter,4.4,3.93,23.8,0,164039,80.57
2024-02-20,Winter,-1.2,1.73,35.2,0,153756,88.25
2024-02-21,Winter,19.3,2.03,37.7,0,145844,90.12
2024-02-22,Winter,5.6,2.69,47.5,0,130054,84.05
2024-02-23,Winter,0.6,1.92,78,0,105300,109.61
2024-02-24,Winter,9.3,2.88,55.9,0,134653,100.07
2024-02-25,Winter,5.1,4.41,38,0,161723,93.65
2024-02-26,Winter,10.1,2.72,66.5,0,123245,101.14
2024-02-27,Winter,1.4,2.5,84.2,0,94986,87.31
2024-02-28,Winter,2,1.62,64.6,0,119450,107.65
2024-02-29,Winter,1.4,3.43,66.5,0,121548,89.96
2024-03-01,Spring,15.5,3.27,71.8,0,207567,81.4
2024-03-02,Spring,8.8,3.66,80.1,0,192243,93.49
2024-03-03,Spring,8.2,2.8,62.8,0,210318,112.55
2024-03-04,Spring,5.2,2.19,49.1,0,242613,84.93
2024-03-05,Spring,7.3,4.03,56.4,0,236789,84.16
2024-03-06,Spring,7.9,2.29,71.7,0,207616,93.71
2024-03-07,Spring,8.9,2.06,51,0,230533,82.23
2024-03-08,Spring,8.6,2.82,69.3,0,203593,83.38
2024-03-09,Spring,9.4,4.17,70.8,0,184094,87.09
2024-03-10,Spring,9.8,0.93,78.7,0,182993,86.68
2024-03-11,Spring,8,3.39,38,0,259797,83.89
2024-03-12,Spring,8.7,2.85,72.3,0,192802,92.36
2024-03-13,Spring,9.9,3.14,50.2,0,243859,88.54
2024-03-14,Spring,2.1,3.07,51.9,0,238425,77.81
2024-03-15,Spring,12.6,3.18,64.7,0,197693,90.61
2024-03-16,Spring,6.8,4.83,36.9,0,273529,81.86
2024-03-17,Spring,11.6,2.86,64.5,0,208335,82.08
2024-03-18,Spring,12.3,3.52,58.3,0,234238,88.69
2024-03-19,Spring,5.1,2.79,43,0,241567,87.94
2024-03-20,Spring,5.4,3,55.2,0,233008,95.13
2024-03-21,Spring,7.5,2.85,49.6,0,239912,86.67
2024-03-22,Spring,6.9,2.23,33.8,0,273262,81
2024-03-23,Spring,10.3,4.27,61.3,0,225624,89.38
2024-03-24,Spring,7.9,2.81,49.1,0,240997,91.69
2024-03-25,Spring,10,3.69,57.2,0,216446,84.73
2024-03-26,Spring,15.1,1.8,46.7,0,234903,78.68
2024-03-27,Spring,6.9,2.89,81.4,0,180065,80.15
2024-03-28,Spring,9.4,2.77,87.3,0,173275,96.33
2024-03-29,Spring,7.5,3.01,43.5,0,248073,77.81
2024-03-30,Spring,10.5,3.63,60.5,0,230334,80.07
2024-03-31,Spring,14.6,2.28,55.8,0,230544,86.6
2024-04-01,Spring,12.4,3.21,56,0,224398,75.87
2024-04-02,Spring,14.4,2.25,32.4,0,273122,79.21
2024-04-03,Spring,21.5,2.62,46.9,0,257883,74.33
2024-04-04,Spring,23.3,3.85,32.5,0,291545,84.15
2024-04-05,Spring,12,1.52,63,0,233871,86.43
2024-04-06,Spring,4,2.29,61.9,0,213008,93.11
2024-04-07,Spring,17,1.82,57.5,0,230311,96.27
2024-04-08,Spring,12.5,1.02,44.4,0,256249,83.87
2024-04-09,Spring,14.3,2.38,31.1,0,278615,80.61
2024-04-10,Spring,7.9,1.83,51.6,0,232230,74.56
2024-04-11,Spring,12.6,3.27,67.4,0,199342,79.8
2024-04-12,Spring,15.9,1.87,64.3,0,213202,87.13
2024-04-13,Spring,13.4,2.63,42.9,0,245958,69.93
2024-04-14,Spring,14.9,2.35,70.4,0,192204,90.4
2024-04-15,Spring,11.1,2.78,40.5,0,251761,90.34
2024-04-16,Spring,20.3,2.54,65,0,211114,80.56
2024-04-17,Spring,15.4,2.18,34.4,0,279491,73.07
2024-04-18,Spring,19.2,3.47,46.3,0,263336,84.01
2024-04-19,Spring,10.2,3.93,58.9,0,219896,76.9
2024-04-20,Spring,13.2,2.96,30.8,0,277214,78.01
2024-04-21,Spring,17.4,2.08,44.9,1,207642,93.38
2024-04-22,Spring,14,3.84,34.8,0,270289,78.36
2024-04-23,Spring,11.7,2.76,33.2,0,278277,78.4
2024-04-24,Spring,8.4,3.48,46.5,0,258148,88.23
2024-04-25,Spring,19,2.27,26.8,0,282221,86.79
2024-04-26,Spring,13.1,3.73,63.4,0,230578,76.48
2024-04-27,Spring,14.3,3.83,40.6,0,249002,90.76
2024-04-28,Spring,11.5,2.41,53.5,0,223776,88.63
2024-04-29,Spring,15,4.02,43.6,0,267858,93.05
2024-04-30,Spring,17.7,2.15,27.5,0,306987,81.85
2024-05-01,Spring,20.6,2.78,26.1,0,300490,74.13
2024-05-02,Spring,20.5,3.51,27.1,0,294341,79.28
2024-05-03,Spring,21,2.79,61.5,0,207954,85.25
2024-05-04,Spring,17.3,3.13,42.4,0,240993,90.97
2024-05-05,Spring,19.2,2.25,57.4,0,234459,77.71
2024-05-06,Spring,13.1,3.44,20.1,0,296999,84.19
2024-05-07,Spring,19.5,1.75,61.5,0,215238,88.52
2024-05-08,Spring,23.2,2.53,57.3,0,237445,88.37
2024-05-09,Spring,19.3,1.62,44.5,0,258052,71.56
2024-05-10,Spring,14.3,3.19,41.5,0,271615,74.76
2024-05-11,Spring,16.1,1.55,39.5,0,265176,82.98
2024-05-12,Spring,18.5,3.47,50.1,0,261688,79.15
2024-05-13,Spring,22.5,1.73,44.7,0,258973,102.9
2024-05-14,Spring,17,1.94,33,0,275236,98.21
2024-05-15,Spring,19.6,2.83,38.1,0,282860,90.72
2024-05-16,Spring,18.8,3.27,30.7,0,274668,89.6
2024-05-17,Spring,20.3,3.02,61,0,254753,90.14
2024-05-18,Spring,18,1.13,24.3,0,297943,82.62
2024-05-19,Spring,19.9,3.01,68.2,0,218334,96.17
2024-05-20,Spring,21.5,2.5,14.4,0,323414,72.04
2024-05-21,Spring,16,3.09,42.4,0,280705,88.51
2024-05-22,Spring,23.1,1.65,38.2,0,280244,84.4
2024-05-23,Spring,16.4,3.18,41.8,0,245897,84.6
2024-05-24,Spring,21.2,2.96,20.9,0,322746,72.57
2024-05-25,Spring,17.8,2.63,28.6,0,283239,88.3
2024-05-26,Spring,16.2,4.25,57.7,0,236261,95.77
2024-05-27,Spring,23.5,1.51,34.9,0,263960,93.58
2024-05-28,Spring,13.4,2.11,41.1,0,264432,87.27
2024-05-29,Spring,16.8,2.67,30.8,0,274958,68.24
2024-05-30,Spring,14.5,2.12,44.6,0,254405,86.83
2024-05-31,Spring,20.5,2.94,46.7,0,253113,77.31
